,Unnamed: 0,loglike,RMSE_test,RMSE_train,train_ARI,test_ARI,loglike_std,RMSE_test_std,RMSE_train_std,train_ARI_std,test_ARI_std,method,missing_rate
0,0,8.934616509611221,0.0,0.0,0.6145933783349405,0.6121919584954605,0.0,0.0,0.0,0.0,0.0,Gibbs,0.0
1,1,34.064580184591954,0.0,0.0,0.9734909225002054,0.977225370208363,0.2287904389514395,0.0,0.0,0.0795272324993837,0.0683238893749113,VBEM,0.0
2,2,9.593220309697278,0.0,0.0,0.4819061921216613,0.5362981949945926,0.4888506203149509,0.0,0.0,0.1014460793176151,0.1003031815937437,EM,0.0
3,3,9.76070094256264,0.0,0.0,0.5270824823497803,0.5717134271540607,0.1747456722100407,0.0,0.0,0.0413740195401439,0.0402583890146685,EM+CC,0.0
4,4,9.716654722460817,0.0,0.0,0.5028766661240691,0.5509009962188809,0.1382063590173333,0.0,0.0,0.0430966985505267,0.0434926068907997,EM+mean,0.0
5,5,9.595110413873453,0.0,0.0,0.4718832902692514,0.5254305735524252,0.4365179307957394,0.0,0.0,0.0933804329011323,0.0987317138403158,EM+median,0.0
6,6,9.748270287289373,0.0,0.0,0.5151762332512979,0.5611268047054536,0.1560150482347427,0.0,0.0,0.0460734633438212,0.0415124637595405,EM+mode,0.0
7,7,8.838909219603941,0.533805286111819,0.5495436319726704,0.6145933783349405,0.6121919584954605,0.0,0.0,0.0,0.0,0.0,Gibbs,0.1
8,8,33.79527030025089,0.1550786443593372,0.1602926211727296,0.9190445834697896,0.920645761731284,0.3135966884728678,0.0003310997412913,0.0006162855225907,0.1238242588833117,0.1220408006399222,VBEM,0.1
9,9,9.00770616723108,0.1620491331891103,0.1760676278138868,0.5135159772480504,0.5659333009893928,0.2337161699884656,0.0026223530197437,0.0024721573536144,0.0367682215196576,0.0393224880843627,EM,0.1
10,10,-0.1453097406979737,0.4325127944604598,0.40912384590138,-6.311296528299183e-05,0.0307512396116836,0.0424763175242991,0.1465543804945521,0.0925016708393532,2.5988900218020945e-05,0.0290466357404946,EM+CC,0.1
11,11,7.377930413793022,0.4430728814170144,0.4541491404044576,0.4914785314773738,0.5206498912380431,0.3278123404321107,0.0,5.551115123125783e-17,0.1000952350441159,0.1072383496354899,EM+mean,0.1
12,12,6.993226774697229,0.4716322263813228,0.4918094293646756,0.492382621313771,0.5025523487859616,0.3851885912612504,5.551115123125783e-17,5.551115123125783e-17,0.108337903312553,0.1177391618833336,EM+median,0.1
13,13,1.5902091228647257,1.0139506178194786,1.0445742212430005,0.1664300396182702,0.1666851582186484,0.2841942718247155,0.0,2.220446049250313e-16,0.0203068935582507,0.0273814309144291,EM+mode,0.1
14,14,9.318230996447705,0.653174654445404,0.6567036881994731,0.7818055921571766,0.7803085966201323,0.0,0.0,0.0,0.0,0.0,Gibbs,0.2
15,15,33.718108625003715,0.1543300672598662,0.1541164275333544,0.9440426340747712,0.943557835791383,0.251181475759666,0.0006567834928134,0.0003800150321834,0.11191657440258,0.1128843284172339,VBEM,0.2
16,16,8.119426778114477,0.1670351144566237,0.1739595003478874,0.5107008383029502,0.5634692957131467,0.3995699255125253,0.0024519877458833,0.0012659165254921,0.0414057201514396,0.0309286205374498,EM,0.2
17,17,-0.003874794954852,0.4004274100978224,0.3937572621341815,-1.1109656415241597e-06,0.5688168749709013,0.002996705415309,0.0088009487501332,0.0078670024927946,7.086807444211758e-07,0.1874304982494468,EM+CC,0.2
18,18,5.327349296410388,0.450225566805324,0.4521282936504202,0.6189627109935487,0.6445773929737197,0.2993958665623838,5.551115123125783e-17,5.551115123125783e-17,0.1179530965317874,0.1209615535682752,EM+mean,0.2
19,19,5.348112601635814,0.4943208141849836,0.4895881548494773,0.6964587474464865,0.7330894840206365,0.2396032730938145,5.551115123125783e-17,0.0,0.0967500118354749,0.090987270361661,EM+median,0.2
20,20,-3.330641971280947,0.9666779764216976,1.0163491727825562,0.4788647451063367,0.4964297772453021,0.4424954535002,0.0,0.0,0.1148690557490296,0.118169279629549,EM+mode,0.2
21,21,8.481861721068322,0.5616871871155775,0.5750433913425642,0.6127303079005476,0.6121919584954605,0.0,0.0,0.0,0.0,0.0,Gibbs,0.3
22,22,33.43851627884442,0.1597769093537781,0.158733436917263,0.9144443957523092,0.9159771993332552,0.2726631045463532,0.0005248827944645,0.000862384283241,0.1275026659254436,0.1283562158357349,VBEM,0.3
23,23,-0.7806608507404624,0.1805135657095642,0.1809647479258654,0.5446707069963742,0.5726454255520551,9.060563538898895,0.0051230746850079,0.0030139200095333,0.0737463963859916,0.0831240093684081,EM,0.3
24,24,0.0,0.6589957381712708,0.6583242859022607,0.0,0.1847296964219693,0.0,0.0,0.0,0.0,0.0,EM+CC,0.3
25,25,3.209724906115836,0.4452696321264963,0.4508865475757195,0.6417605568840545,0.6618109227992321,0.2224837573578514,5.551115123125783e-17,0.0,0.1315193627722484,0.1323545218083017,EM+mean,0.3
26,26,3.481909157740067,0.480537760958211,0.4908662169229095,0.7423711899376253,0.7494478776769007,0.2419067722466405,5.551115123125783e-17,0.0,0.0783627311060226,0.0590236307526677,EM+median,0.3
27,27,-8.277537623154188,0.9800830701608414,1.013052924292449,0.6212795274988243,0.6257908035493176,0.6045113857599145,0.0,0.0,0.0846487374677721,0.0936325528525238,EM+mode,0.3
28,28,8.096433873184875,0.5431747755614207,0.544861531997926,0.6013608894629683,0.6121919584954605,0.0,0.0,0.0,0.0,0.0,Gibbs,0.4
29,29,33.04916086740441,0.1582879027203886,0.1604205620940879,0.8580104707358375,0.8546881505107402,0.307142530936201,0.0012141951382689,0.0013978688352363,0.1359228694474507,0.1369762437653063,VBEM,0.4
30,30,-13.66956809679704,0.1867428003652789,0.1837625429678699,0.6171343465398895,0.6154621513974801,18.61429733063364,0.0095750160324163,0.0043176683112814,0.1099849368969131,0.1076210221725585,EM,0.4
31,31,0.0,0.6842597157569287,0.6894960545459256,0.0,0.0,0.0,1.1102230246251563e-16,1.1102230246251563e-16,0.0,0.0,EM+CC,0.4
32,32,0.4734782853574096,0.4436293474540013,0.4547018358563936,0.5835600821260407,0.6332545342060504,0.2740364980565249,0.0,0.0,0.0925730006632309,0.1085425627630437,EM+mean,0.4
33,33,1.1334705436241594,0.4818285335124231,0.4931037319546252,0.7136568515318105,0.746561183856167,0.2537280841977677,5.551115123125783e-17,5.551115123125783e-17,0.0953193623708926,0.0854576354261061,EM+median,0.4
34,34,-11.621252903113964,0.9629834944821364,1.00224258611865,0.7113632865144097,0.7195067677601397,0.4297631487892773,0.0,2.220446049250313e-16,0.1163197156509353,0.0990119127773352,EM+mode,0.4
35,35,7.587508974494486,0.5285082244157421,0.5520537947032194,0.5909725008588125,0.5895607537669127,0.0,0.0,0.0,0.0,0.0,Gibbs,0.5
36,36,32.900747233263665,0.1752372724250761,0.1613815446926922,0.8851492757283385,0.8626328313835125,26.490251147398247,0.0023462813671301,0.0021044621447735,0.1233309210688556,0.1085180631573117,VBEM,0.5
37,37,-30.802515897731343,0.2072244585588191,0.1882267288113042,0.6496775706361364,0.6475325893542682,29.393078731671867,0.0047532651882617,0.0028366240069397,0.1239244392665727,0.094036352354075,EM,0.5
38,38,0.0,0.6858095527150783,0.6896078722686168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EM+CC,0.5
39,39,-6.195840356428027,0.4531184832890817,0.4483232358627165,0.6607004073177768,0.67695593589206,0.3303499716409188,5.551115123125783e-17,0.0,0.0623501755834704,0.0613026936557719,EM+mean,0.5
40,40,-1.5712868273804614,0.4965319148833104,0.4851816932735914,0.7278714007855146,0.6930750494229463,0.3744766118912451,5.551115123125783e-17,0.0,0.1126131525552349,0.0997879988747331,EM+median,0.5
41,41,-16.334495131742166,0.9493455452023202,1.0154563207084124,0.7033064761821806,0.6520365431488614,0.6605697271119081,0.0,2.220446049250313e-16,0.0974010542083959,0.079709153702533,EM+mode,0.5
42,42,7.532043713638203,0.6106808996069077,0.6131268847504565,0.7255410676918999,0.7475462774145436,0.0,0.0,0.0,0.0,0.0,Gibbs,0.6
43,43,32.59834419146807,0.1744614518537223,0.1759518406329774,0.7961899732632698,0.7978374956627148,26.376081558921648,0.0023307208599242,0.0031141470039034,0.1190597428654065,0.1250792731515824,VBEM,0.6
44,44,-68.49915577891014,0.2168364359269642,0.2002388468670434,0.7605121785505473,0.748700547503252,36.99299808193844,0.005103680786553,0.004048499434737,0.1088181947334917,0.1000219305600125,EM,0.6
45,45,0.0,0.6954513489245355,0.6907583851294001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EM+CC,0.6
46,46,-29.069599315613083,0.4547872577153352,0.4476759186855591,0.4024648155001983,0.4207987061238761,0.9942794854945972,1.1102230246251563e-16,0.0,0.0901509035321355,0.0821547643980104,EM+mean,0.6
47,47,-7.41939218420134,0.4955899599113916,0.4903307893742025,0.5899908426951909,0.5745793479919378,0.4706278309534275,1.1102230246251563e-16,0.0,0.0786378477074283,0.1095219401456786,EM+median,0.6
48,48,-23.757420033118777,0.9671980938610736,1.006842023426071,0.4239388206576487,0.4801876379764492,1.942321473950223,0.0,2.220446049250313e-16,0.0878905574329543,0.0655721323798269,EM+mode,0.6
49,49,6.128550591918613,0.5441827386290308,0.5475882234872597,0.5402568494358654,0.6280068155836389,0.0,0.0,0.0,0.0,0.0,Gibbs,0.7
50,50,32.62399065106804,0.2186155678928221,0.203809211851713,0.7627862951010103,0.7137210234977579,29.56910019723409,0.003609641487198,0.0045370331412449,0.0928338465785385,0.0854202533099352,VBEM,0.7
51,51,-99.93043277653388,0.254490820482697,0.2298527905671609,0.7543059766013844,0.7362514442960778,31.826801043265807,0.0024614630551814,0.0032311212027104,0.0765631379464267,0.087906002567046,EM,0.7
52,52,0.0,0.6885764445532543,0.6865562556248317,0.0,0.0,0.0,1.1102230246251563e-16,1.1102230246251563e-16,0.0,0.0,EM+CC,0.7
53,53,-245.8242762020849,0.4526936126706978,0.4511583430234499,0.2300715532140749,0.2796796297923274,30.56442548023969,5.551115123125783e-17,0.0,0.0499594579184798,0.0631022781867644,EM+mean,0.7
54,54,-18.383119282109863,0.4812995653148612,0.4922435659364128,0.4103078974279599,0.4473382511344761,3.908451623807609,1.1102230246251563e-16,0.0,0.0892653282786363,0.095854377668956,EM+median,0.7
55,55,-37.3681968595881,0.9412201265868572,1.0012541507792805,0.1995366151936207,0.2481709838049373,5.9208545404612005,0.0,2.220446049250313e-16,0.0875577490571967,0.081811215742098,EM+mode,0.7
56,56,3.699057777826678,0.5742496356202753,0.5686719607302201,0.3127178653694585,0.5592928900036214,0.0,0.0,0.0,0.0,0.0,Gibbs,0.8
57,57,32.34479557012226,0.2610428531297383,0.2492332194203665,0.5946815761783355,0.5772114372668357,30.048176621017294,0.0036365566861153,0.0044364289492008,0.055656778823315,0.0594040476939082,VBEM,0.8
58,58,-118.25212992956612,0.2913790191632731,0.2734589504490083,0.6127774623880194,0.593848857441136,23.191047205152195,0.0053120682006489,0.0020627070276245,0.0479293971712405,0.0598835863501548,EM,0.8
59,59,-675.0,0.6948659311971517,0.686741516472047,0.0,0.0,0.0,1.1102230246251563e-16,0.0,0.0,0.0,EM+CC,0.8
60,60,-802.7863236587272,0.4580579886642418,0.4512505448027154,0.0258286590487637,0.0307056331495404,51.44345129488522,5.551115123125783e-17,5.551115123125783e-17,0.0069157472735948,0.0277867726030302,EM+mean,0.8
61,61,-73.91213504616807,0.4967245968343551,0.4904483716776958,0.1386253099467763,0.1070985505379748,29.71529400334916,1.1102230246251563e-16,5.551115123125783e-17,0.0460513532346218,0.0516104774017188,EM+median,0.8
62,62,-83.27217110586561,0.9268803572461172,0.958895288310874,0.0414297115475136,0.0531596438988608,14.032839994806192,0.0,1.1102230246251563e-16,0.018393734711607,0.0478088608333894,EM+mode,0.8
63,63,-18.496934810508503,0.5999121406044003,0.605901291608606,0.0202703234348632,0.0733042676843372,0.0,0.0,0.0,0.0,0.0,Gibbs,0.9
64,64,25.25639558880736,0.3657235291493763,0.373564657940086,0.2164628175120356,0.2437631405294447,22.96477361578801,0.0150435209128189,0.0116013777579354,0.0203595689356498,0.0411852696943127,VBEM,0.9
65,65,-184.0898209931444,0.3866822164321998,0.3909678192049431,0.1915375016234795,0.199725876973801,20.064622338059355,0.0089872230279664,0.0068806684669729,0.0153041384750085,0.0195167200381266,EM,0.9
66,66,-10.234,0.6909503684255822,0.6869930257405672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EM+CC,0.9
67,67,-1629.0173788265552,0.4550624205571615,0.4522678199039644,0.0046687994127144,0.0005079639643674,97.4282364546837,5.551115123125783e-17,0.0,0.0022158582230481,0.0015238918931022,EM+mean,0.9
68,68,-335107.92647381074,0.4834932102510351,0.490018065603815,0.0192855120677442,0.0030498479284996,999000.5711376346,1.1102230246251563e-16,5.551115123125783e-17,0.0090455705043885,0.0028245293030386,EM+median,0.9
69,69,-519.2202395723722,0.8289529786235722,0.9377888549761192,0.005713308970293,0.0019641085189485,1065.1795151019924,0.0,0.0,0.0027421515614592,0.0058923255568457,EM+mode,0.9
